0	conclusion_first	0.5825
0	conclusion_last	0.5650000000000001
0	last	0.52
0	premise_first	0.485
0	premise_last	0.47
5	conclusion_first	0.5825
5	conclusion_last	0.6275
5	last	0.5225
5	premise_first	0.5075000000000001
5	premise_last	0.5275000000000001
10	conclusion_first	0.69
10	conclusion_last	0.765
10	last	0.525
10	premise_first	0.5175000000000001
10	premise_last	0.5175000000000001
15	conclusion_first	0.78
15	conclusion_last	0.895
15	last	0.525
15	premise_first	0.51
15	premise_last	0.515
20	conclusion_first	0.6825
20	conclusion_last	0.7625
20	last	0.65
20	premise_first	0.5175000000000001
20	premise_last	0.5125
25	conclusion_first	0.5425
25	conclusion_last	0.535
25	last	0.9450000000000001
25	premise_first	0.5175000000000001
25	premise_last	0.52
30	conclusion_first	0.53
30	conclusion_last	0.53
30	last	0.9375
30	premise_first	0.52
30	premise_last	0.52
35	conclusion_first	0.53
35	conclusion_last	0.5275000000000001
35	last	0.94
35	premise_first	0.525
35	premise_last	0.5225
41	conclusion_first	0.52
41	conclusion_last	0.52
41	last	0.9225
41	premise_first	0.52
41	premise_last	0.52
